"","MEASID","Site","LonPoint","LatPoint","sm","ID","Zone","Notes","Veg_Orig","Trip","Veg","Year"
"2434",13412,"GBW5",-118.6633522,36.7268243,35.51,1329,"ZONE 00094","35.51","Wet Meadow","2018_Early","dense meadow","2018"
"2435",13413,"GBW5",-118.6633726,36.72686706,28.41,3255,"ZONE 00061","28.41","Wet Meadow","2018_Early","dense meadow","2018"
"2436",13414,"GBW5",-118.6633683,36.72682696,40.96,1329,"ZONE 00094","40.96","Wet Meadow","2018_Early","dense meadow","2018"
"2437",13415,"GBW5",-118.6633888,36.72686972,42.88,3255,"ZONE 00061","42.88","Wet Meadow","2018_Early","dense meadow","2018"
"2438",13417,"GBW5",-118.663405,36.72687239,46.74,3255,"ZONE 00061","46.74","Wet Meadow","2018_Early","dense meadow","2018"
"2439",13418,"GBW5",-118.6634007,36.72683229,22.61,1329,"ZONE 00094","22.61","Wet Meadow","2018_Early","dense meadow","2018"
"2440",13419,"GBW5",-118.6634211,36.72687506,38.34,3255,"ZONE 00061","38.340000000000003","Wet Meadow","2018_Early","dense meadow","2018"
"2441",13420,"GBW5",-118.6634168,36.72683496,19.24,1329,"ZONE 00094","19.239999999999998","Wet Meadow","2018_Early","dense meadow","2018"
"2442",13421,"GBW5",-118.6634373,36.72687772,20.38,3255,"ZONE 00061","20.38","Wet Meadow","2018_Early","dense meadow","2018"
"2443",13422,"GBW5",-118.663433,36.72683762,2.69,1329,"ZONE 00094","2.69","Wet Meadow","2018_Early","dense meadow","2018"
"2444",13423,"GBW5",-118.6634535,36.72688039,37.36,3255,"ZONE 00061","37.36","Wet Meadow","2018_Early","dense meadow","2018"
"2445",13424,"GBW5",-118.6634492,36.72684029,4.82,1329,"ZONE 00094","4.82","Wet Meadow","2018_Early","dense meadow","2018"
"2446",13425,"GBW5",-118.6634696,36.72688305,45.39,3255,"ZONE 00061","45.39","Wet Meadow","2018_Early","dense meadow","2018"
"2447",13426,"GBW5",-118.6634653,36.72684295,35.96,1329,"ZONE 00094","35.96","Wet Meadow","2018_Early","dense meadow","2018"
"2448",13427,"GBW5",-118.6634858,36.72688572,45.1,3255,"ZONE 00061","45.1","Wet Meadow","2018_Early","dense meadow","2018"
"2449",13428,"GBW5",-118.6634815,36.72684562,13.52,1329,"ZONE 00094","13.52","Wet Meadow","2018_Early","dense meadow","2018"
"2450",13429,"GBW5",-118.663502,36.72688838,21.81,3255,"ZONE 00061","21.81","Wet Meadow","2018_Early","dense meadow","2018"
"2451",13430,"GBW5",-118.6634977,36.72684828,12.02,1329,"ZONE 00094","12.02","Wet Meadow","2018_Early","dense meadow","2018"
"2452",13431,"GBW5",-118.6635182,36.72689105,40.58,3255,"ZONE 00061","40.58","Wet Meadow","2018_Early","dense meadow","2018"
"2453",13432,"GBW5",-118.6635139,36.72685095,38.97,1329,"ZONE 00094","38.97","Wet Meadow","2018_Early","dense meadow","2018"
"2454",13433,"GBW5",-118.6635343,36.72689371,6.33,3255,"ZONE 00061","6.33","Wet Meadow","2018_Early","dense meadow","2018"
"2455",13434,"GBW5",-118.66353,36.72685362,20.06,1329,"ZONE 00094","20.059999999999999","Wet Meadow","2018_Early","dense meadow","2018"
"2456",13435,"GBW5",-118.6635505,36.72689638,27.16,3255,"ZONE 00061","27.16","Wet Meadow","2018_Early","dense meadow","2018"
"2457",13436,"GBW5",-118.6635462,36.72685628,39.69,1329,"ZONE 00094","39.69","Wet Meadow","2018_Early","dense meadow","2018"
"2458",13437,"GBW5",-118.6635667,36.72689904,46.17,3255,"ZONE 00061","46.17","Wet Meadow","2018_Early","dense meadow","2018"
"2459",13438,"GBW5",-118.6635624,36.72685895,36.16,1329,"ZONE 00094","36.159999999999997","Wet Meadow","2018_Early","dense meadow","2018"
"2460",13439,"GBW5",-118.6635828,36.72690171,44.27,3255,"ZONE 00061","44.27","Wet Meadow","2018_Early","dense meadow","2018"
"2461",13440,"GBW5",-118.6635785,36.72686161,33.31,1329,"ZONE 00094","33.31","Wet Meadow","2018_Early","dense meadow","2018"
"2462",13441,"GBW5",-118.663599,36.72690438,38.75,3255,"ZONE 00061","38.75","Wet Meadow","2018_Early","dense meadow","2018"
"2463",13442,"GBW5",-118.6635947,36.72686428,41.69,1329,"ZONE 00094","41.69","Wet Meadow","2018_Early","dense meadow","2018"
"2464",13443,"GBW5",-118.6636152,36.72690704,46.75,3255,"ZONE 00061","46.75","Wet Meadow","2018_Early","dense meadow","2018"
"2465",13444,"GBW5",-118.6636109,36.72686694,44.41,1329,"ZONE 00094","44.41","Wet Meadow","2018_Early","dense meadow","2018"
"2466",13445,"GBW5",-118.6636313,36.72690971,42.37,3255,"ZONE 00061","42.37","Wet Meadow","2018_Early","dense meadow","2018"
"2467",13446,"GBW5",-118.663627,36.72686961,32.08,1329,"ZONE 00094","32.08","Wet Meadow","2018_Early","dense meadow","2018"
"2468",13447,"GBW5",-118.6636475,36.72691237,36.47,3255,"ZONE 00061","36.47","Wet Meadow","2018_Early","dense meadow","2018"
"2469",13448,"GBW5",-118.6636432,36.72687227,NA,NA,NA,"RW","Wet Meadow","2018_Early","dense meadow","2018"
"2470",13449,"GBW5",-118.6636637,36.72691504,51.14,3255,"ZONE 00061","51.14","Wet Meadow","2018_Early","dense meadow","2018"
"2471",13450,"GBW5",-118.6636594,36.72687494,39.89,1329,"ZONE 00094","39.89","Wet Meadow","2018_Early","dense meadow","2018"
"2472",13451,"GBW5",-118.6636798,36.7269177,47.54,3255,"ZONE 00061","47.54","Wet Meadow","2018_Early","dense meadow","2018"
"2473",13452,"GBW5",-118.6636755,36.7268776,50.53,1329,"ZONE 00094","50.53","Wet Meadow","2018_Early","dense meadow","2018"
"2474",13453,"GBW5",-118.663696,36.72692037,57.5,3255,"ZONE 00061","57.5","Wet Meadow","2018_Early","dense meadow","2018"
"2475",13454,"GBW5",-118.6636917,36.72688027,49.68,1329,"ZONE 00094","49.68","Wet Meadow","2018_Early","dense meadow","2018"
"2476",13455,"GBW5",-118.6637122,36.72692303,61.1,3255,"ZONE 00061","WPT 1295","Wet Meadow","2018_Early","dense meadow","2018"
"2477",13456,"GBW5",-118.6637079,36.72688293,55.55,1329,"ZONE 00094","1000000000","Wet Meadow","2018_Early","dense meadow","2018"
"2478",13398,"GBW5",-118.663239,36.72680564,1.4,NA,NA,"1.4","PICO regen, dry forest","2018_Early","mixed conifer","2018"
"2479",13416,"GBW5",-118.6633845,36.72682963,41.8,NA,NA,"41.8","Wet Meadow","2018_Early","dense meadow","2018"
"2480",561,"GBW6",-118.666045,36.732906,7.71,1783,"[No GPS Lock]","decomposing log; WPT 788","Wet Meadow","2016_Early","dense meadow","2016"
"2481",562,"GBW6",-118.666045,36.732926,14.85,1329,"[No GPS Lock]","decomposing log; WPT 788","Wet Meadow","2016_Early","dense meadow","2016"
"2482",563,"GBW6",-118.6660516,36.73289415,11.38,1783,"[No GPS Lock]","11.4","Wet Meadow","2016_Early","dense meadow","2016"
"2483",564,"GBw6",-118.6660516,36.73291415,8.75,1329,"[No GPS Lock]","decomposing log","Wet Meadow","2016_Early","dense meadow","2016"
"2484",565,"GBW6",-118.6660581,36.7328823,16.66,1783,"[No GPS Lock]","16.7","Wet Meadow","2016_Early","dense meadow","2016"
"2485",566,"GBW6",-118.6660581,36.7329023,7.49,1329,"[No GPS Lock]","7.49","Wet Meadow","2016_Early","dense meadow","2016"
"2486",567,"GBW6",-118.6660647,36.73287045,12.18,1783,"[No GPS Lock]","12.2","Wet Meadow","2016_Early","dense meadow","2016"
"2487",568,"GBW6",-118.6660647,36.73289045,7.74,1329,"[No GPS Lock]","7.74","Wet Meadow","2016_Early","dense meadow","2016"
"2488",569,"GBW6",-118.6660712,36.7328586,11.75,1783,"[No GPS Lock]","11.8","Wet Meadow","2016_Early","dense meadow","2016"
"2489",570,"GBW6",-118.6660712,36.7328786,10.06,1329,"[No GPS Lock]","10.1","Wet Meadow","2016_Early","dense meadow","2016"
"2490",571,"GBW6",-118.6660778,36.73284675,6.38,1783,"[No GPS Lock]","small mammal activity; decomposing log","Wet Meadow","2016_Early","dense meadow","2016"
"2491",572,"GBW6",-118.6660778,36.73286675,10.61,1329,"[No GPS Lock]","small mammal activity","Wet Meadow","2016_Early","dense meadow","2016"
"2492",573,"GBW6",-118.6660843,36.7328349,8.84,1783,"[No GPS Lock]","small mammal activity","Wet Meadow","2016_Early","dense meadow","2016"
"2493",574,"GBW6",-118.6660843,36.7328549,4.86,1329,"[No GPS Lock]","small mammal activity","Wet Meadow","2016_Early","dense meadow","2016"
"2494",575,"GBW6",-118.6660909,36.73282305,10.89,1783,"[No GPS Lock]","10.89","Wet Meadow","2016_Early","dense meadow","2016"
"2495",576,"GBW6",-118.6660909,36.73284305,2.59,1329,"[No GPS Lock]","2.59","Wet Meadow","2016_Early","dense meadow","2016"
"2496",577,"GBW6",-118.6660974,36.7328112,8.299999,1783,"[No GPS Lock]","8.2999989999999997","Wet Meadow","2016_Early","dense meadow","2016"
"2497",578,"GBW6",-118.6660974,36.7328312,6.19,1329,"[No GPS Lock]","6.19","Wet Meadow","2016_Early","dense meadow","2016"
"2498",579,"GBW6",-118.666104,36.73279935,19.46,1783,"[No GPS Lock]","19.46","Wet Meadow","2016_Early","dense meadow","2016"
"2499",580,"GBW6",-118.666104,36.73281935,6.96,1329,"[No GPS Lock]","6.96","Wet Meadow","2016_Early","dense meadow","2016"
"2500",581,"GBW6",-118.6661105,36.7327875,9.920001,1783,"[No GPS Lock]","9.9200009999999992","Wet Meadow","2016_Early","dense meadow","2016"
"2501",582,"GBW6",-118.6661105,36.7328075,5.18,1329,"[No GPS Lock]","5.18","Wet Meadow","2016_Early","dense meadow","2016"
"2502",583,"GBW6",-118.6661171,36.73277565,17.43,1783,"[No GPS Lock]","17.43","Wet Meadow","2016_Early","dense meadow","2016"
"2503",584,"GBW6",-118.6661171,36.73279565,8.42,1329,"[No GPS Lock]","8.42","Wet Meadow","2016_Early","dense meadow","2016"
"2504",585,"GBW6",-118.6661236,36.7327638,12.75,1783,"[No GPS Lock]","12.75","Wet Meadow","2016_Early","dense meadow","2016"
"2505",586,"GBW6",-118.6661236,36.7327838,9.84,1329,"[No GPS Lock]","9.84","Wet Meadow","2016_Early","dense meadow","2016"
"2506",587,"GBW6",-118.6661302,36.73275195,12.6,1783,"[No GPS Lock]","12.6","Wet Meadow","2016_Early","dense meadow","2016"
"2507",588,"GBW6",-118.6661302,36.73277195,7.1,1329,"[No GPS Lock]","7.1","Wet Meadow","2016_Early","dense meadow","2016"
"2508",589,"GBW6",-118.6661367,36.7327401,8.59,1783,"[No GPS Lock]","8.59","Wet Meadow","2016_Early","dense meadow","2016"
"2509",590,"GBW6",-118.6661367,36.7327601,9.580001,1329,"[No GPS Lock]","9.5800009999999993","Wet Meadow","2016_Early","dense meadow","2016"
"2510",591,"GBW6",-118.6661433,36.73272825,11.68,1783,"[No GPS Lock]","11.68","Wet Meadow","2016_Early","dense meadow","2016"
"2511",592,"GBW6",-118.6661433,36.73274825,7.74,1329,"[No GPS Lock]","7.74","Wet Meadow","2016_Early","dense meadow","2016"
"2512",593,"GBW6",-118.6661498,36.7327164,10.13,1783,"[No GPS Lock]","10.130000000000001","Wet Meadow","2016_Early","dense meadow","2016"
"2513",594,"GBW6",-118.6661498,36.7327364,8.51,1329,"[No GPS Lock]","8.51","Wet Meadow","2016_Early","dense meadow","2016"
"2514",595,"GBW6",-118.6661564,36.73270455,11.15,1783,"[No GPS Lock]","11.15","Wet Meadow","2016_Early","dense meadow","2016"
"2515",596,"GBW6",-118.6661564,36.73272455,11.66,1329,"[No GPS Lock]","11.66","Wet Meadow","2016_Early","dense meadow","2016"
"2516",597,"GBW6",-118.6661629,36.7326927,12.15,1783,"[No GPS Lock]","12.15","Wet Meadow","2016_Early","dense meadow","2016"
"2517",598,"GBW6",-118.6661629,36.7327127,9.550001,1329,"[No GPS Lock]","9.550001","Wet Meadow","2016_Early","dense meadow","2016"
"2518",599,"GBW6",-118.6661695,36.73268085,11.95,1783,"[No GPS Lock]","11.95","Wet Meadow","2016_Early","dense meadow","2016"
"2519",600,"GBW6",-118.6661695,36.73270085,10.39,1329,"[No GPS Lock]","10.39","Wet Meadow","2016_Early","dense meadow","2016"
"2520",601,"GBW6",-118.666176,36.732669,11.15,1783,"[No GPS Lock]","WPT 789","Wet Meadow","2016_Early","dense meadow","2016"
"2521",602,"GBW6",-118.666176,36.732689,10.15,1329,"[No GPS Lock]","WPT 789","Wet Meadow","2016_Early","dense meadow","2016"
"2522",1760,"GBW6",-118.666128,36.73264,2.11,1329,"[No GPS Lock]","WPT 938","Wet Meadow","2016_Late","dense meadow","2016"
"2523",1761,"GBW6",-118.6661171,36.73265005,0.6,1329,NA,"0.6","Wet Meadow","2016_Late","dense meadow","2016"
"2524",1762,"GBW6",-118.6661062,36.7326601,1.46,1329,"[No GPS Lock]","1.46","Wet Meadow","2016_Late","dense meadow","2016"
"2525",1763,"GBW6",-118.6660953,36.73267015,1.67,1329,"[No GPS Lock]","1.67","Wet Meadow","2016_Late","dense meadow","2016"
"2526",1764,"GBW6",-118.6660844,36.7326802,1.41,1329,"[No GPS Lock]","1.41","Wet Meadow","2016_Late","dense meadow","2016"
"2527",1765,"GBW6",-118.6660735,36.73269025,1.35,1329,"[No GPS Lock]","1.35","Wet Meadow","2016_Late","dense meadow","2016"
"2528",1766,"GBW6",-118.6660626,36.7327003,0.94,1329,"[No GPS Lock]","0.94","Wet Meadow","2016_Late","dense meadow","2016"
"2529",1767,"GBW6",-118.6660517,36.73271035,1.35,1329,"[No GPS Lock]","1.35","Wet Meadow","2016_Late","dense meadow","2016"
"2530",1768,"GBW6",-118.6660408,36.7327204,1.78,1329,"[No GPS Lock]","1.78","Wet Meadow","2016_Late","dense meadow","2016"
"2531",1769,"GBW6",-118.6660299,36.73273045,0,1329,"[No GPS Lock]","0","Wet Meadow","2016_Late","dense meadow","2016"
"2532",1770,"GBW6",-118.666019,36.7327405,0.12,1329,"[No GPS Lock]","0.12","Wet Meadow","2016_Late","dense meadow","2016"
"2533",1771,"GBW6",-118.6660081,36.73275055,0.16,1329,"[No GPS Lock]","0.16","Wet Meadow","2016_Late","dense meadow","2016"
"2534",1772,"GBW6",-118.6659972,36.7327606,0,1329,"[No GPS Lock]","0","Wet Meadow","2016_Late","dense meadow","2016"
"2535",1773,"GBW6",-118.6659863,36.73277065,0,1329,"[No GPS Lock]","0","Wet Meadow","2016_Late","dense meadow","2016"
"2536",1774,"GBW6",-118.6659754,36.7327807,0.52,1329,"[No GPS Lock]","0.52","Wet Meadow","2016_Late","dense meadow","2016"
"2537",1775,"GBW6",-118.6659645,36.73279075,0.06,1329,"[No GPS Lock]","0.06","Wet Meadow","2016_Late","dense meadow","2016"
"2538",1776,"GBW6",-118.6659536,36.7328008,0.94,1329,"[No GPS Lock]","0.94","Wet Meadow","2016_Late","dense meadow","2016"
"2539",1777,"GBW6",-118.6659427,36.73281085,0.22,1329,"[No GPS Lock]","0.22","Wet Meadow","2016_Late","dense meadow","2016"
"2540",1778,"GBW6",-118.6659318,36.7328209,0.47,1329,"[No GPS Lock]","0.47","Wet Meadow","2016_Late","dense meadow","2016"
"2541",1779,"GBW6",-118.6659209,36.73283095,0,1329,"[No GPS Lock]","0","Wet Meadow","2016_Late","dense meadow","2016"
"2542",1780,"GBW6",-118.66591,36.732841,0.48,1329,"[No GPS Lock]","WPT 939","Wet Meadow","2016_Late","dense meadow","2016"
"2543",1781,"GBW6",-118.666128,36.73266,2.9,1783,NA,"WPT 938","Wet Meadow","2016_Late","dense meadow","2016"
"2544",1782,"GBW6",-118.6661171,36.73267005,2.7,1783,NA,"2.7","Wet Meadow","2016_Late","dense meadow","2016"
"2545",1783,"GBW6",-118.6661062,36.7326801,2.9,1783,NA,"2.9","Wet Meadow","2016_Late","dense meadow","2016"
"2546",1784,"GBW6",-118.6660953,36.73269015,1.6,1783,NA,"1.6","Wet Meadow","2016_Late","dense meadow","2016"
"2547",1785,"GBW6",-118.6660844,36.7327002,1.6,1783,NA,"1.6","Wet Meadow","2016_Late","dense meadow","2016"
"2548",1786,"GBW6",-118.6660735,36.73271025,1.6,1783,NA,"1.6","Wet Meadow","2016_Late","dense meadow","2016"
"2549",1787,"GBW6",-118.6660626,36.7327203,1.9,1783,NA,"1.9","Wet Meadow","2016_Late","dense meadow","2016"
"2550",1788,"GBW6",-118.6660517,36.73273035,1.2,1783,NA,"1.2","Wet Meadow","2016_Late","dense meadow","2016"
"2551",1789,"GBW6",-118.6660408,36.7327404,1.1,1783,NA,"1.1000000000000001","Wet Meadow","2016_Late","dense meadow","2016"
"2552",1790,"GBW6",-118.6660299,36.73275045,NA,1783,NA,"log debris","Wet Meadow","2016_Late","dense meadow","2016"
"2553",1791,"GBW6",-118.666019,36.7327605,0,1783,NA,"0","Wet Meadow","2016_Late","dense meadow","2016"
"2554",1792,"GBW6",-118.6660081,36.73277055,0.4,1783,NA,"0.4","Wet Meadow","2016_Late","dense meadow","2016"
"2555",1793,"GBW6",-118.6659972,36.7327806,0,1783,NA,"0","Wet Meadow","2016_Late","dense meadow","2016"
"2556",1794,"GBW6",-118.6659863,36.73279065,0.8,1783,NA,"0.8","Wet Meadow","2016_Late","dense meadow","2016"
"2557",1795,"GBW6",-118.6659754,36.7328007,0.7,1783,NA,"0.7","Wet Meadow","2016_Late","dense meadow","2016"
"2558",1796,"GBW6",-118.6659645,36.73281075,0.8,1783,NA,"0.8","Wet Meadow","2016_Late","dense meadow","2016"
"2559",1797,"GBW6",-118.6659536,36.7328208,0.7,1783,NA,"0.7","Wet Meadow","2016_Late","dense meadow","2016"
"2560",1798,"GBW6",-118.6659427,36.73283085,1.1,1783,NA,"1.1000000000000001","Wet Meadow","2016_Late","dense meadow","2016"
"2561",1799,"GBW6",-118.6659318,36.7328409,1.4,1783,NA,"1.4","Wet Meadow","2016_Late","dense meadow","2016"
"2562",1800,"GBW6",-118.6659209,36.73285095,0.9,1783,NA,"0.9","Wet Meadow","2016_Late","dense meadow","2016"
"2563",1801,"GBW6",-118.66591,36.732861,0.1,1783,NA,"WPT 939","Wet Meadow","2016_Late","dense meadow","2016"
"2564",3565,"GBW6",-118.666146,36.73264716,6.53,1329,"[No GPS Lock]","under 6"" litter","Wet Meadow","2017_Early","dense meadow","2017"
"2565",3566,"GBW6",-118.6661329,36.73265436,6.28,1329,"[No GPS Lock]","under 6"" litter","Wet Meadow","2017_Early","dense meadow","2017"
"2566",3567,"GBW6",-118.6661198,36.73266156,8.88,1329,"[No GPS Lock]","8.8800000000000008","Wet Meadow","2017_Early","dense meadow","2017"
"2567",3568,"GBW6",-118.6661067,36.73266876,8.75,1329,"[No GPS Lock]","8.75","Wet Meadow","2017_Early","dense meadow","2017"
"2568",3569,"GBW6",-118.6660936,36.73267596,9.700001,1329,"[No GPS Lock]","9.7000010000000003","Wet Meadow","2017_Early","dense meadow","2017"
"2569",3570,"GBW6",-118.6660805,36.73268316,5.2,1329,"[No GPS Lock]","5.2","Wet Meadow","2017_Early","dense meadow","2017"
"2570",3571,"GBW6",-118.6660674,36.73269036,10.96,1329,"[No GPS Lock]","10.96","Wet Meadow","2017_Early","dense meadow","2017"
"2571",3572,"GBW6",-118.6660543,36.73269756,8.57,1329,"[No GPS Lock]","8.57","Wet Meadow","2017_Early","dense meadow","2017"
"2572",3573,"GBW6",-118.6660412,36.73270476,11.87,1329,"[No GPS Lock]","11.87","Wet Meadow","2017_Early","dense meadow","2017"
"2573",3574,"GBW6",-118.6660281,36.73271196,11.1,1329,"[No GPS Lock]","11.1","Wet Meadow","2017_Early","dense meadow","2017"
"2574",3575,"GBW6",-118.666015,36.73271916,12.97,1329,"[No GPS Lock]","12.97","Wet Meadow","2017_Early","dense meadow","2017"
"2575",3576,"GBW6",-118.6660019,36.73272636,10.64,1329,"[No GPS Lock]","10.64","Wet Meadow","2017_Early","dense meadow","2017"
"2576",3577,"GBW6",-118.6659888,36.73273356,14.87,1329,"[No GPS Lock]","transition to drier, fewer rushes towards 0'","Wet Meadow","2017_Early","dense meadow","2017"
"2577",3578,"GBW6",-118.6659757,36.73274076,6.91,1329,"[No GPS Lock]","6.91","Wet Meadow","2017_Early","dense meadow","2017"
"2578",3579,"GBW6",-118.6659626,36.73274796,35.04,1329,"[No GPS Lock]","35.04","Wet Meadow","2017_Early","dense meadow","2017"
"2579",3580,"GBW6",-118.6659495,36.73275516,38.98,1329,"[No GPS Lock]","38.979999999999997","Wet Meadow","2017_Early","dense meadow","2017"
"2580",3581,"GBW6",-118.6659364,36.73276236,36.43,1329,"[No GPS Lock]","36.43","Wet Meadow","2017_Early","dense meadow","2017"
"2581",3582,"GBW6",-118.6659233,36.73276956,24.29,1329,"[No GPS Lock]","24.29","Wet Meadow","2017_Early","dense meadow","2017"
"2582",3583,"GBW6",-118.6659102,36.73277676,12.59,1329,"[No GPS Lock]","on hummock; near WPT 1130 (GPS 62)","Wet Meadow","2017_Early","dense meadow","2017"
"2583",3586,"GBW6",-118.6661576,36.73267964,4.54,3255,"ZONE 00025","4.54","Wet Meadow","2017_Early","dense meadow","2017"
"2584",3587,"GBW6",-118.6661445,36.73268684,7.2,3255,NA,"7.2","Wet Meadow","2017_Early","dense meadow","2017"
"2585",3588,"GBW6",-118.6661314,36.73269404,4.59,3255,"ZONE 00025","4.59","Wet Meadow","2017_Early","dense meadow","2017"
"2586",3589,"GBW6",-118.6661183,36.73270124,12.29,3255,"ZONE 00025","12.29","Wet Meadow","2017_Early","dense meadow","2017"
"2587",3590,"GBW6",-118.6661052,36.73270844,11.71,3255,"ZONE 00025","11.71","Wet Meadow","2017_Early","dense meadow","2017"
"2588",3591,"GBW6",-118.6660921,36.73271564,7.62,3255,"ZONE 00025","7.62","Wet Meadow","2017_Early","dense meadow","2017"
"2589",3592,"GBW6",-118.666079,36.73272284,4.94,3255,"ZONE 00025","4.9400000000000004","Wet Meadow","2017_Early","dense meadow","2017"
"2590",3593,"GBW6",-118.6660659,36.73273004,14.88,3255,"ZONE 00025","14.88","Wet Meadow","2017_Early","dense meadow","2017"
"2591",3594,"GBW6",-118.6660528,36.73273724,15.02,3255,"ZONE 00025","15.02","Wet Meadow","2017_Early","dense meadow","2017"
"2592",3595,"GBW6",-118.6660397,36.73274444,14.59,3255,"ZONE 00025","14.59","Wet Meadow","2017_Early","dense meadow","2017"
"2593",3596,"GBW6",-118.6660266,36.73275164,18.29,3255,"ZONE 00025","18.29","Wet Meadow","2017_Early","dense meadow","2017"
"2594",3597,"GBW6",-118.6660135,36.73275884,19.56,3255,"ZONE 00025","19.559999999999999","Wet Meadow","2017_Early","dense meadow","2017"
"2595",3598,"GBW6",-118.6660004,36.73276604,28.54,3255,"ZONE 00025","28.54","Wet Meadow","2017_Early","dense meadow","2017"
"2596",3599,"GBW6",-118.6659873,36.73277324,31.39,3255,"ZONE 00025","31.39","Wet Meadow","2017_Early","dense meadow","2017"
"2597",3600,"GBW6",-118.6659742,36.73278044,30.12,3255,"ZONE 00025","30.12","Wet Meadow","2017_Early","dense meadow","2017"
"2598",3601,"GBW6",-118.6659611,36.73278764,33.81,3255,"ZONE 00025","33.81","Wet Meadow","2017_Early","dense meadow","2017"
"2599",3602,"GBW6",-118.665948,36.73279484,25.24,3255,"ZONE 00025","25.24","Wet Meadow","2017_Early","dense meadow","2017"
"2600",3603,"GBW6",-118.6659349,36.73280204,32.02,3255,"ZONE 00025","32.020000000000003","Wet Meadow","2017_Early","dense meadow","2017"
"2601",3604,"GBW6",-118.6659218,36.73280924,23.68,3255,"ZONE 00025","23.68","Wet Meadow","2017_Early","dense meadow","2017"
"2602",5329,"GBW6",-118.6661199,36.73263648,3.96,1783,"ZONE 00104","under 4"" duff","Wet Meadow","2017_Late","dense meadow","2017"
"2603",5330,"GBW6",-118.666109,36.73264653,4.37,1783,"ZONE 00104","under 4"" duff","Wet Meadow","2017_Late","dense meadow","2017"
"2604",5331,"GBW6",-118.6660981,36.73265658,3.42,1783,"ZONE 00104","under 4"" duff","Wet Meadow","2017_Late","dense meadow","2017"
"2605",5332,"GBW6",-118.6660872,36.73266663,11.39,1783,"ZONE 00104","under 4"" duff","Wet Meadow","2017_Late","dense meadow","2017"
"2606",5333,"GBW6",-118.6660763,36.73267668,3.37,1783,"ZONE 00104","in thick thatch","Wet Meadow","2017_Late","dense meadow","2017"
"2607",5334,"GBW6",-118.6660654,36.73268673,8.21,1783,"ZONE 00104","in thick thatch","Wet Meadow","2017_Late","dense meadow","2017"
"2608",5335,"GBW6",-118.6660545,36.73269678,13.03,1783,"ZONE 00104","in thick thatch","Wet Meadow","2017_Late","dense meadow","2017"
"2609",5336,"GBW6",-118.6660436,36.73270683,4.69,1783,"ZONE 00104","4.6900000000000004","Wet Meadow","2017_Late","dense meadow","2017"
"2610",5337,"GBW6",-118.6660327,36.73271688,13.84,1783,"ZONE 00104","13.84","Wet Meadow","2017_Late","dense meadow","2017"
"2611",5338,"GBW6",-118.6660218,36.73272693,7.76,1783,"ZONE 00104","7.76","Wet Meadow","2017_Late","dense meadow","2017"
"2612",5339,"GBW6",-118.6660109,36.73273698,9.09,1783,"ZONE 00104","9.09","Wet Meadow","2017_Late","dense meadow","2017"
"2613",5340,"GBW6",-118.666,36.73274703,12.67,1783,"ZONE 00104","12.67","Wet Meadow","2017_Late","dense meadow","2017"
"2614",5341,"GBW6",-118.6659891,36.73275708,7.75,1783,"ZONE 00104","bare ground","Wet Meadow","2017_Late","dense meadow","2017"
"2615",5342,"GBW6",-118.6659782,36.73276713,15.73,1783,"ZONE 00104","15.73","Wet Meadow","2017_Late","dense meadow","2017"
"2616",5343,"GBW6",-118.6659673,36.73277718,24.49,1783,"ZONE 00104","24.49","Wet Meadow","2017_Late","dense meadow","2017"
"2617",5344,"GBW6",-118.6659564,36.73278723,28.89,1783,"ZONE 00104","28.89","Wet Meadow","2017_Late","dense meadow","2017"
"2618",5345,"GBW6",-118.6659455,36.73279728,30.82,1783,"ZONE 00104","30.82","Wet Meadow","2017_Late","dense meadow","2017"
"2619",5346,"GBW6",-118.6659346,36.73280733,19.61,1783,"ZONE 00104","19.61","Wet Meadow","2017_Late","dense meadow","2017"
"2620",5347,"GBW6",-118.6659237,36.73281738,3.66,1783,"ZONE 00104","on top of hummock","Wet Meadow","2017_Late","dense meadow","2017"
"2621",5348,"GBW6",-118.6659128,36.73282743,2.61,1783,"ZONE 00104","on top of hummock","Wet Meadow","2017_Late","dense meadow","2017"
"2622",5349,"GBW6",-118.6659019,36.73283748,32.36,1783,"ZONE 00104","32.36","Wet Meadow","2017_Late","dense meadow","2017"
"2623",5350,"GBW6",-118.6661361,36.73266352,7.41,3255,"ZONE 00025","under thick duff and dead grass (4-5""). WPT 938","Wet Meadow","2017_Late","dense meadow","2017"
"2624",5351,"GBW6",-118.6661252,36.73267357,3.13,3255,"ZONE 00025","under thick duff and dead grass (4-5"")","Wet Meadow","2017_Late","dense meadow","2017"
"2625",5352,"GBW6",-118.6661143,36.73268362,3.47,3255,"ZONE 00025","under thick duff and dead grass (4-5"")","Wet Meadow","2017_Late","dense meadow","2017"
"2626",5353,"GBW6",-118.6661034,36.73269367,4.69,3255,"ZONE 00025","under thick duff and dead grass (4-5"")","Wet Meadow","2017_Late","dense meadow","2017"
"2627",5354,"GBW6",-118.6660925,36.73270372,12.85,3255,"ZONE 00025","under thick duff and dead grass (4-5"")","Wet Meadow","2017_Late","dense meadow","2017"
"2628",5355,"GBW6",-118.6660816,36.73271377,11.51,3255,"ZONE 00025","under thick duff and dead grass (4-5"")","Wet Meadow","2017_Late","dense meadow","2017"
